,age,gender,education,experience_prog,experience_ml,industry,team_size,salary,country_group,company_size_g,role_group,programming_lang_c,salary_avg
3489,3,0,0,4,5,0,2,1,2,0,2,5,1500.0
3490,4,0,1,0,2,4,0,8,2,0,1,5,22500.0
3491,0,0,4,3,2,0,0,0,1,2,2,5,500.0
3492,1,0,0,5,7,13,5,0,2,2,1,2,500.0
3493,1,0,4,0,0,7,4,17,1,0,0,3,6250.0
3494,2,0,1,4,8,0,4,13,0,0,2,1,35000.0
3495,3,0,4,1,8,3,4,21,2,0,0,3,75000.0
3496,3,0,4,0,7,2,4,0,2,0,0,3,500.0
3497,4,0,4,3,4,3,5,7,2,0,0,1,2500.0
3498,4,0,4,4,7,16,0,16,0,0,0,2,45000.0
3499,3,2,4,1,8,0,0,17,2,1,3,4,6250.0
3500,6,0,0,1,4,1,5,20,0,0,0,3,65000.0
3501,3,0,0,5,8,1,1,15,2,2,0,1,4500.0
3502,1,0,0,3,2,3,0,0,1,0,1,2,500.0
3503,2,0,0,0,8,3,0,2,1,0,1,2,12500.0
3504,1,0,3,0,2,1,4,0,2,0,2,5,500.0
3505,1,0,0,5,8,14,1,0,1,2,0,1,500.0
3506,0,0,2,5,8,14,0,12,2,0,0,2,3500.0
3507,1,0,6,5,8,7,1,0,2,0,0,2,500.0
3508,6,0,1,0,0,0,0,2,0,0,2,2,12500.0
3509,4,0,1,4,5,6,5,24,2,2,1,2,95000.0
3510,4,0,1,1,4,3,0,10,0,2,1,6,27500.0
3511,4,0,1,3,4,0,1,5,0,2,2,3,17500.0
3512,1,0,1,3,2,0,4,17,2,0,2,3,6250.0
3513,5,0,4,3,5,13,4,7,2,0,2,2,2500.0
3514,1,0,0,0,0,8,5,12,0,2,1,2,3500.0
3515,5,0,4,4,8,0,1,17,0,1,0,3,6250.0
3516,9,0,4,5,8,5,0,0,2,1,0,1,500.0
3517,2,2,4,0,2,3,6,17,2,1,1,1,6250.0
3518,3,0,1,5,8,4,0,5,2,1,3,1,17500.0
3519,2,0,4,4,2,0,3,0,2,0,1,8,500.0
3520,6,0,1,4,6,9,5,4,3,0,2,4,137500.0
3521,2,0,0,3,8,3,0,16,2,1,1,3,45000.0
3522,4,0,0,1,5,14,0,23,2,2,1,2,85000.0
3523,1,2,4,3,0,3,4,15,1,0,1,4,4500.0
3524,1,0,0,5,8,3,1,15,1,0,3,1,4500.0
3525,1,0,4,5,8,13,5,17,2,2,2,2,6250.0
3526,2,0,0,0,7,0,1,0,2,0,0,2,500.0
3527,3,0,4,3,8,0,0,0,2,2,1,1,500.0
3528,0,2,0,3,8,3,4,17,1,0,1,5,6250.0
3529,0,0,0,0,8,12,4,0,1,0,2,4,500.0
3530,1,2,0,3,4,3,3,5,1,0,2,2,17500.0
3531,3,0,4,4,5,8,2,0,2,0,2,4,500.0
3532,2,0,1,0,0,8,1,2,2,2,1,1,12500.0
3533,6,0,4,3,0,4,3,16,2,0,3,2,45000.0
3534,7,0,1,5,7,1,4,20,0,0,0,1,65000.0
3535,9,0,4,2,8,16,0,16,0,1,0,2,45000.0
3536,2,0,4,5,8,0,1,0,2,2,2,1,500.0
3537,6,0,4,2,6,8,2,4,3,0,3,4,137500.0
3538,3,0,4,4,5,3,6,3,2,0,1,4,112500.0
3539,1,0,4,5,7,0,0,0,1,2,1,2,500.0
3540,3,0,0,5,7,12,5,22,2,0,3,1,8750.0
3541,0,0,0,3,8,15,0,0,0,2,2,1,500.0
3542,4,0,1,1,1,13,5,23,0,0,2,2,85000.0
3543,4,0,4,3,0,16,5,5,2,2,1,3,17500.0
3544,4,0,1,1,5,4,4,6,3,0,2,2,175000.0
3545,1,1,0,0,8,3,5,22,1,0,1,3,8750.0
3546,7,0,5,1,4,0,2,22,0,0,2,1,8750.0
3547,4,0,1,0,0,3,0,0,2,2,1,4,500.0
3548,2,2,4,1,5,4,4,13,2,0,2,3,35000.0
3549,2,0,0,5,8,1,1,1,2,2,2,1,1500.0
3550,3,0,0,4,6,0,4,3,2,0,2,1,112500.0
3551,1,0,0,0,2,3,4,8,1,0,1,5,22500.0
3552,2,0,4,3,5,8,5,8,2,1,1,4,22500.0
3553,1,0,0,5,8,1,0,16,1,2,2,2,45000.0
3554,0,0,6,5,7,0,0,0,2,2,0,4,500.0
3555,2,0,4,4,7,4,1,2,2,2,0,1,12500.0
3556,1,0,4,0,2,3,5,2,0,2,2,1,12500.0
3557,3,0,1,1,6,0,4,20,0,0,2,2,65000.0
3558,2,0,1,0,2,3,3,20,2,0,1,3,65000.0
3559,1,2,0,0,8,3,1,22,1,0,0,1,8750.0
3560,2,2,0,0,2,5,5,0,2,2,0,1,500.0
3561,1,2,0,4,8,15,5,0,0,0,2,2,500.0
3562,7,0,0,0,0,5,4,16,0,0,0,3,45000.0
3563,6,0,1,4,6,0,6,4,0,0,0,4,137500.0
3564,6,0,1,2,1,0,4,20,2,0,2,3,65000.0
3565,5,2,4,0,0,9,4,16,0,0,0,4,45000.0
3566,4,0,4,1,8,10,4,6,3,0,3,7,175000.0
3567,2,0,4,3,2,7,6,13,0,0,0,2,35000.0
3568,2,0,0,0,0,3,5,22,1,0,1,2,8750.0
3569,2,0,2,3,2,1,5,16,2,0,1,3,45000.0
3570,3,0,4,3,8,3,4,5,1,0,3,3,17500.0
3571,6,0,1,0,7,0,0,2,0,0,2,3,12500.0
3572,7,2,4,3,7,10,0,3,3,1,3,1,112500.0
3573,6,0,1,1,1,5,6,6,3,2,2,3,175000.0
3574,4,0,4,3,8,16,0,24,0,0,0,2,95000.0
3575,8,0,0,0,8,8,1,20,2,1,2,3,65000.0
3576,3,0,0,3,7,1,0,8,2,0,0,2,22500.0
3577,2,0,4,0,2,3,1,0,2,2,2,4,500.0
3578,2,0,0,0,8,10,6,17,0,0,1,2,6250.0
3579,3,0,4,5,8,2,4,5,0,0,0,1,17500.0
3580,1,2,6,0,8,5,5,0,2,2,1,4,500.0
3581,4,0,0,0,0,3,4,3,3,0,0,1,112500.0
3582,6,2,1,2,2,3,5,4,0,0,3,3,137500.0
3583,2,2,4,0,8,15,1,12,1,2,0,2,3500.0
3584,4,0,4,1,1,13,2,6,2,0,1,6,175000.0
3585,7,0,4,2,0,1,1,0,0,2,3,6,500.0
3586,4,0,4,0,8,3,1,2,1,2,0,2,12500.0
3587,2,0,0,3,8,3,0,17,1,0,0,3,6250.0
3588,6,0,0,5,7,0,0,18,2,1,3,2,55000.0
3589,7,0,4,3,7,8,0,22,2,1,1,1,8750.0
3590,7,0,4,0,0,3,1,0,2,2,0,1,500.0
3591,5,0,2,1,0,17,6,18,2,0,0,2,55000.0
3592,7,0,4,2,7,5,6,21,2,0,0,2,75000.0
3593,2,0,0,3,4,3,4,20,2,0,2,1,65000.0
3594,2,0,0,0,0,9,0,12,2,2,0,2,3500.0
3595,3,0,1,4,0,0,5,13,2,0,2,2,35000.0
3596,3,2,4,4,0,6,6,0,1,1,0,3,500.0
3597,5,0,0,1,7,8,1,2,2,1,0,5,12500.0
3598,4,0,1,1,8,0,5,2,2,0,3,3,12500.0
3599,0,0,0,0,8,15,0,12,2,2,2,2,3500.0
3600,4,0,4,3,0,3,0,13,0,0,1,2,35000.0
3601,9,2,1,2,0,0,5,0,2,0,2,2,500.0
3602,7,0,1,2,6,17,4,6,3,0,2,4,175000.0
3603,3,0,5,0,8,0,1,2,2,0,3,2,12500.0
3604,4,0,4,3,2,8,4,12,2,0,2,2,3500.0
3605,8,2,4,2,1,5,5,0,3,0,3,5,500.0
3606,6,0,4,1,2,3,6,7,2,0,2,6,2500.0
3607,4,0,0,0,0,0,1,2,2,0,0,2,12500.0
3608,3,0,4,4,0,8,0,9,2,0,3,3,225000.0
3609,3,0,4,0,7,8,6,1,1,0,0,1,1500.0
3610,5,2,4,5,7,3,4,1,1,0,0,2,1500.0
3611,6,0,3,2,7,3,1,23,0,0,1,4,85000.0
3612,7,0,5,0,0,0,4,0,0,0,2,1,500.0
3613,4,0,1,0,0,10,1,5,2,0,3,1,17500.0
3614,1,0,0,0,2,0,6,0,2,2,0,4,500.0
3615,3,0,1,3,8,0,4,16,2,0,2,2,45000.0
3616,8,2,1,2,8,0,0,11,3,0,3,4,275000.0
3617,4,0,4,4,6,1,2,20,1,0,2,5,65000.0
3618,1,0,4,5,7,9,4,13,0,1,1,1,35000.0
3619,3,0,1,4,2,16,4,24,0,0,1,2,95000.0
3620,2,0,6,4,2,11,0,8,0,0,3,2,22500.0
3621,3,0,5,1,6,10,1,15,2,2,2,4,4500.0
3622,0,0,0,5,8,3,6,0,2,2,1,2,500.0
3623,1,0,1,3,0,0,5,15,1,0,2,3,4500.0
3624,6,0,4,3,5,13,6,4,0,0,3,3,137500.0
3625,6,0,0,2,0,5,2,1,2,0,0,4,1500.0
3626,3,0,0,5,8,8,6,22,2,0,0,3,8750.0
3627,6,0,4,0,7,0,0,0,2,1,3,1,500.0
3628,3,0,1,0,8,8,1,18,2,0,1,1,55000.0
3629,8,0,4,2,8,3,0,19,3,2,3,1,750000.0
3630,5,0,0,1,4,15,4,20,2,0,2,4,65000.0
3631,2,0,4,4,4,13,2,18,0,1,1,2,55000.0
3632,6,0,4,2,3,7,1,3,3,2,3,1,112500.0
3633,7,0,4,1,2,7,4,2,2,0,0,1,12500.0
3634,2,0,4,0,0,1,5,21,0,1,2,3,75000.0
3635,8,0,1,2,3,3,4,9,3,0,2,2,225000.0
3636,4,0,4,1,0,16,4,9,2,0,1,4,225000.0
3637,2,0,4,0,8,14,2,8,1,0,2,3,22500.0
3638,8,0,0,5,8,0,6,20,2,0,3,1,65000.0
3639,1,0,1,5,8,15,1,0,1,2,3,2,500.0
3640,1,0,0,0,8,16,0,15,2,0,0,2,4500.0
3641,4,0,1,1,1,3,4,24,0,0,2,3,95000.0
3642,2,0,1,4,5,0,5,7,2,0,1,3,2500.0
3643,0,2,4,0,8,15,5,0,1,2,2,5,500.0
3644,5,2,1,3,6,0,6,1,2,2,2,1,1500.0
3645,9,0,4,2,6,7,4,11,2,0,0,6,275000.0
3646,2,2,4,3,2,1,5,8,2,1,2,3,22500.0
3647,4,2,1,1,5,0,0,5,1,0,3,3,17500.0
3648,2,0,1,4,5,0,5,0,2,2,2,3,500.0
3649,1,2,0,0,7,5,4,0,1,0,2,5,500.0
3650,7,0,1,3,2,0,0,1,0,0,2,2,1500.0
3651,7,0,1,0,7,0,0,23,3,1,3,1,85000.0
3652,3,0,4,1,0,14,1,16,2,2,3,7,45000.0
3653,2,0,4,0,2,3,0,0,1,2,1,4,500.0
3654,9,0,0,2,8,16,0,2,0,2,1,2,12500.0
3655,2,0,4,5,8,1,0,22,2,2,2,2,8750.0
3656,2,2,0,0,2,10,5,0,2,1,2,4,500.0
3657,6,2,3,2,5,0,3,1,2,0,2,2,1500.0
3658,5,0,1,0,0,0,1,18,0,0,0,1,55000.0
3659,7,0,0,1,8,15,1,10,2,1,0,5,27500.0
3660,1,0,4,0,0,3,1,2,2,2,0,4,12500.0
3661,1,0,4,0,8,15,0,0,2,2,1,2,500.0
3662,2,0,4,3,8,5,1,0,2,0,0,3,500.0
3663,1,0,0,5,8,3,4,0,1,0,2,3,500.0
3664,9,0,4,5,0,14,5,18,2,2,0,1,55000.0
3665,8,0,0,2,0,15,0,3,2,0,3,5,112500.0
3666,2,0,4,3,2,3,4,8,1,0,1,5,22500.0
3667,3,2,0,4,7,1,4,21,3,0,1,4,75000.0
3668,3,0,4,0,0,17,4,5,0,0,2,3,17500.0
3669,2,0,1,3,8,0,4,16,0,0,3,4,45000.0
3670,3,2,4,0,0,5,0,0,0,1,1,2,500.0
3671,5,0,0,3,2,15,1,0,2,2,0,2,500.0
3672,5,0,0,1,7,3,4,8,1,0,0,2,22500.0
3673,4,0,4,5,7,16,2,16,0,0,0,1,45000.0
3674,4,0,6,3,7,3,5,17,2,2,0,1,6250.0
3675,5,0,1,1,2,0,2,2,1,1,3,3,12500.0
3676,9,2,1,2,1,5,5,3,0,1,2,4,112500.0
3677,3,2,4,1,0,3,6,1,1,0,1,3,1500.0
3678,4,0,0,1,2,14,0,12,2,2,0,3,3500.0
3679,7,0,0,1,2,2,0,20,2,0,2,2,65000.0
3680,7,0,0,3,0,12,1,3,3,1,2,2,112500.0
3681,4,0,4,4,6,14,2,3,1,0,0,2,112500.0
3682,4,0,1,4,0,15,5,13,0,0,2,3,35000.0
3683,5,0,1,4,5,0,3,15,2,0,2,4,4500.0
3684,6,0,0,2,2,1,2,3,2,0,1,4,112500.0
3685,4,0,0,1,0,0,0,20,2,0,1,2,65000.0
3686,2,0,4,4,2,0,4,20,0,0,1,7,65000.0
3687,6,0,4,1,6,1,1,6,3,1,2,2,175000.0
3688,2,0,4,0,2,0,6,12,2,2,1,6,3500.0
3689,1,0,0,0,8,4,5,15,1,2,0,1,4500.0
3690,6,0,1,2,3,15,1,17,2,0,2,3,6250.0
3691,2,1,4,4,2,3,5,10,3,2,1,3,27500.0
3692,7,0,4,2,5,1,4,3,2,0,0,1,112500.0
3693,1,0,0,0,0,12,6,0,2,2,0,2,500.0
3694,1,0,0,3,2,3,5,2,1,0,1,6,12500.0
3695,6,2,4,3,8,3,0,0,3,2,1,2,500.0
3696,3,0,0,3,5,14,4,3,2,0,2,2,112500.0
3697,3,2,4,4,2,3,4,23,0,0,1,4,85000.0
3698,6,0,4,4,0,15,1,21,2,0,0,5,75000.0
3699,8,0,4,4,0,3,1,23,3,2,0,4,85000.0
3700,2,0,4,0,8,10,0,18,3,0,2,5,55000.0
3701,3,0,4,0,8,12,0,20,3,2,3,5,65000.0
3702,0,0,0,0,2,3,5,1,2,1,1,5,1500.0
3703,1,0,4,3,0,0,0,2,0,0,2,1,12500.0
3704,4,0,0,1,7,3,5,0,2,0,0,3,500.0
3705,0,0,4,4,0,0,1,0,1,2,2,1,500.0
3706,9,0,3,2,6,1,5,0,0,0,1,1,500.0
3707,2,0,4,3,8,3,5,8,2,0,1,4,22500.0
3708,4,0,4,4,2,0,5,22,2,2,2,2,8750.0
3709,1,0,4,5,8,0,2,0,1,0,0,1,500.0
3710,2,2,4,5,7,5,2,20,2,0,3,2,65000.0
3711,3,0,0,5,7,14,4,5,1,0,3,2,17500.0
3712,3,0,4,4,2,3,6,1,2,0,2,3,1500.0
3713,2,0,4,0,8,1,4,20,3,0,3,4,65000.0
3714,8,0,4,2,7,0,0,2,3,2,3,2,12500.0
3715,1,0,4,3,0,16,6,1,2,2,0,1,1500.0
3716,3,0,1,4,4,10,4,3,3,0,2,3,112500.0
3717,2,2,6,3,8,3,5,0,1,1,1,3,500.0
3718,2,0,4,0,0,15,0,1,0,2,0,2,1500.0
3719,4,0,0,3,0,3,5,10,2,0,1,3,27500.0
3720,2,0,4,0,2,14,3,1,2,1,2,4,1500.0
3721,1,0,4,5,8,8,5,17,2,1,2,1,6250.0
3722,6,0,0,2,8,3,5,24,2,0,0,2,95000.0
3723,6,2,6,0,7,16,5,13,3,0,0,2,35000.0
3724,7,2,1,1,2,15,0,1,2,2,2,2,1500.0
3725,5,0,6,3,0,5,1,8,2,0,2,3,22500.0
3726,5,2,4,4,6,1,6,3,3,0,2,2,112500.0
3727,6,0,0,4,0,3,1,10,2,0,2,4,27500.0
3728,2,0,0,4,2,3,5,0,2,2,1,3,500.0
3729,3,0,4,4,6,14,2,15,2,2,2,2,4500.0
3730,2,0,0,5,8,3,0,0,1,2,2,1,500.0
3731,6,0,1,2,0,3,4,6,2,0,0,4,175000.0
3732,2,0,4,0,0,0,1,2,3,1,2,3,12500.0
3733,2,2,3,5,8,5,5,7,2,2,0,1,2500.0
3734,2,0,4,3,8,0,4,2,2,0,3,3,12500.0
3735,4,2,0,5,7,1,1,0,2,1,0,2,500.0
3736,7,0,1,2,3,0,4,18,0,0,2,2,55000.0
3737,2,0,4,0,2,3,6,10,2,1,0,3,27500.0
3738,1,0,0,0,0,9,6,17,1,0,0,3,6250.0
3739,4,0,1,1,1,3,5,20,0,1,2,3,65000.0
3740,3,0,4,0,2,3,5,1,1,2,0,3,1500.0
3741,2,0,0,0,7,4,0,0,2,0,0,1,500.0
3742,2,0,6,5,8,0,0,0,2,2,2,1,500.0
3743,5,0,4,2,5,15,4,4,0,0,2,5,137500.0
3744,4,0,4,3,0,0,5,0,1,0,3,3,500.0
3745,4,0,4,1,0,1,4,13,1,0,3,2,35000.0
3746,4,0,4,4,0,10,6,3,3,0,0,3,112500.0
3747,1,0,0,3,4,3,1,2,1,1,1,3,12500.0
3748,1,0,0,4,2,10,5,2,2,2,2,4,12500.0
3749,3,0,0,4,8,3,5,21,2,0,0,3,75000.0
3750,5,0,6,4,7,4,2,5,0,0,0,2,17500.0
3751,4,0,0,1,0,3,4,22,2,0,0,1,8750.0
3752,2,0,0,3,2,1,2,17,1,0,0,4,6250.0
3753,6,0,1,1,1,10,4,3,3,0,2,3,112500.0
3754,1,0,0,4,7,14,4,17,1,0,1,4,6250.0
3755,7,0,0,1,5,3,0,4,3,2,1,3,137500.0
3756,2,0,4,4,6,7,5,5,1,0,1,2,17500.0
3757,5,0,1,3,6,10,5,20,2,2,2,1,65000.0
3758,3,0,0,3,7,2,5,0,2,0,3,2,500.0
3759,0,0,4,5,8,15,5,0,1,0,2,2,500.0
3760,2,2,0,4,5,3,4,9,3,0,0,2,225000.0
3761,1,0,4,0,7,3,0,17,1,0,1,2,6250.0
3762,9,0,4,2,4,3,4,6,3,0,2,4,175000.0
3763,3,2,6,4,8,2,1,7,2,2,0,1,2500.0
3764,8,1,4,0,0,0,1,0,3,2,2,2,500.0
3765,2,0,4,0,8,3,1,12,2,0,1,1,3500.0
3766,2,0,1,3,5,3,6,2,2,1,2,3,12500.0
3767,9,0,0,2,4,3,4,24,3,0,1,5,95000.0
3768,8,0,4,0,0,1,6,2,2,0,3,1,12500.0
3769,5,0,4,1,0,3,1,9,2,2,2,2,225000.0
3770,4,0,0,1,2,12,1,3,3,2,1,4,112500.0
3771,4,0,4,4,2,1,1,10,0,0,2,3,27500.0
3772,7,2,4,2,1,1,6,5,3,0,2,4,17500.0
3773,3,0,4,3,0,0,4,5,0,0,1,2,17500.0
3774,3,0,4,0,0,8,1,8,2,0,0,3,22500.0
3775,1,0,0,0,0,3,1,2,1,0,2,2,12500.0
3776,1,0,0,0,0,0,0,0,1,2,1,1,500.0
3777,3,0,0,3,2,15,6,16,2,0,0,2,45000.0
3778,2,0,4,0,7,0,0,7,2,0,3,2,2500.0
3779,1,0,4,5,8,12,5,2,1,0,0,2,12500.0
3780,3,2,4,4,5,5,2,3,1,0,2,2,112500.0
3781,1,0,0,0,8,3,1,0,2,2,1,3,500.0
3782,0,0,0,5,8,1,0,13,2,2,0,3,35000.0
3783,9,0,1,2,3,10,1,24,2,2,2,4,95000.0
3784,7,2,4,2,7,7,4,4,3,0,1,2,137500.0
3785,8,0,1,2,1,1,4,14,0,0,1,2,400000.0
3786,1,2,0,3,8,0,0,0,2,2,1,6,500.0
3787,5,2,4,3,7,0,0,18,2,0,2,1,55000.0
3788,4,0,1,0,8,0,5,1,2,2,0,2,1500.0
3789,7,0,1,1,7,0,1,17,2,2,2,3,6250.0
3790,6,0,1,2,4,3,6,3,2,0,1,3,112500.0
3791,3,0,4,0,0,15,1,13,0,2,2,2,35000.0
3792,0,2,4,0,7,0,1,1,1,2,1,1,1500.0
3793,3,0,4,4,6,3,4,0,1,0,0,2,500.0
3794,2,0,0,4,8,16,4,22,1,0,1,2,8750.0
3795,2,0,0,0,2,3,4,0,1,0,2,1,500.0
3796,2,0,0,4,4,1,6,5,1,1,2,1,17500.0
3797,7,0,0,1,8,7,4,3,3,0,0,2,112500.0
3798,2,2,1,4,2,0,1,22,2,0,2,4,8750.0
3799,6,0,4,2,2,1,4,6,2,0,0,2,175000.0
3800,2,0,0,3,8,1,6,1,2,0,0,3,1500.0
3801,5,0,0,1,8,1,4,13,0,2,1,4,35000.0
3802,2,0,0,3,4,1,5,10,2,0,0,4,27500.0
3803,3,0,0,5,7,1,4,5,2,0,3,2,17500.0
3804,2,0,4,4,4,3,4,0,2,0,1,3,500.0
3805,4,0,4,0,2,17,4,3,2,0,0,1,112500.0
3806,6,0,1,4,8,15,2,3,2,0,2,3,112500.0
3807,5,0,6,5,7,9,0,0,2,2,0,3,500.0
3808,5,0,4,0,8,8,1,5,2,2,0,1,17500.0
3809,1,2,4,4,2,10,4,7,1,0,1,4,2500.0
3810,1,0,4,0,0,15,4,6,3,0,2,2,175000.0
3811,2,0,4,5,8,0,0,10,1,0,2,2,27500.0
3812,5,1,4,2,2,16,5,15,2,1,0,4,4500.0
3813,7,0,0,4,0,8,4,3,2,0,1,5,112500.0
3814,6,0,4,2,1,3,1,1,3,2,2,1,1500.0
3815,4,2,4,5,8,10,1,12,2,0,0,3,3500.0
3816,7,0,1,2,6,0,4,18,0,0,2,2,55000.0
3817,9,0,0,5,7,10,0,13,3,0,3,1,35000.0
3818,1,0,4,0,7,4,0,7,2,1,0,2,2500.0
3819,2,0,4,3,8,3,2,0,2,0,1,5,500.0
3820,1,0,0,0,7,0,0,0,2,0,1,7,500.0
3821,7,0,4,4,0,3,6,6,3,0,0,4,175000.0
3822,4,0,3,1,8,3,0,0,1,0,2,4,500.0
3823,1,0,0,5,8,16,1,1,0,2,0,2,1500.0
3824,2,0,4,4,0,16,4,4,0,0,1,3,137500.0
3825,5,0,0,0,7,5,0,23,2,0,0,3,85000.0
3826,5,0,0,0,0,0,6,1,2,2,0,1,1500.0
3827,3,1,3,4,8,3,1,15,3,2,1,7,4500.0
3828,5,0,0,4,7,3,4,4,3,0,0,2,137500.0
3829,1,0,0,4,2,3,4,2,2,0,1,2,12500.0
3830,2,0,4,4,2,10,6,10,2,2,2,2,27500.0
3831,4,0,0,3,8,8,4,21,2,0,2,1,75000.0
3832,2,2,4,5,0,0,1,0,0,2,2,3,500.0
3833,7,0,1,2,1,0,4,16,2,0,2,2,45000.0
3834,6,0,1,5,8,0,4,0,2,0,2,1,500.0
3835,3,0,4,4,8,3,2,5,1,0,2,4,17500.0
3836,4,0,1,4,0,0,0,5,1,1,3,3,17500.0
3837,2,2,4,5,7,9,1,0,2,2,0,3,500.0
3838,8,0,1,2,6,3,1,4,0,2,3,2,137500.0
3839,3,0,4,0,8,1,0,8,0,0,0,1,22500.0
3840,6,0,4,2,6,4,4,23,0,1,3,1,85000.0
3841,1,2,0,5,8,10,5,2,1,1,0,2,12500.0
3842,1,2,0,5,8,3,4,0,1,0,2,2,500.0
3843,2,2,4,5,8,10,2,13,2,0,3,2,35000.0
3844,7,0,4,2,2,7,6,6,3,0,1,2,175000.0
3845,3,0,4,4,0,10,1,16,2,2,2,5,45000.0
3846,2,0,0,0,8,5,0,0,2,2,2,4,500.0
3847,1,2,4,0,0,15,4,1,0,0,2,5,1500.0
3848,5,0,1,3,4,0,0,18,0,0,2,3,55000.0
3849,1,0,0,5,8,0,0,0,1,2,0,2,500.0
3850,4,0,5,5,0,0,4,22,1,0,2,2,8750.0
3851,3,0,0,5,7,3,4,8,2,0,0,3,22500.0
3852,3,0,1,3,4,0,1,16,2,2,2,2,45000.0
3853,5,0,4,4,6,3,4,14,3,0,1,1,400000.0
3854,0,0,6,0,0,3,0,3,2,2,2,1,112500.0
3855,3,0,6,0,8,5,5,8,2,0,1,3,22500.0
3856,4,0,4,1,6,13,2,8,2,0,2,7,22500.0
3857,5,2,1,4,0,1,4,3,3,0,0,2,112500.0
3858,3,0,4,3,2,5,1,3,2,1,0,2,112500.0
3859,3,2,4,3,0,0,0,0,2,2,3,3,500.0
3860,1,0,4,3,0,10,4,22,1,0,0,2,8750.0
3861,1,0,0,0,0,10,4,15,1,0,2,2,4500.0
3862,3,0,4,4,5,15,6,12,2,0,1,5,3500.0
3863,7,0,4,2,4,17,1,18,2,1,2,3,55000.0
3864,9,0,1,2,6,8,4,0,2,0,2,3,500.0
3865,6,0,4,2,7,2,0,7,2,0,1,1,2500.0
3866,4,0,1,3,2,8,1,0,2,0,0,2,500.0
3867,3,0,1,3,5,12,1,1,1,0,0,1,1500.0
3868,1,0,4,3,8,10,4,16,0,0,0,3,45000.0
3869,6,0,4,0,2,6,1,3,3,2,3,5,112500.0
3870,3,2,4,0,8,3,5,23,1,2,1,2,85000.0
3871,3,0,4,5,7,0,0,15,2,1,1,4,4500.0
3872,6,0,1,2,1,1,1,6,0,2,2,6,175000.0
3873,3,2,1,4,8,0,6,17,1,2,3,3,6250.0
3874,3,0,1,0,2,0,5,2,2,0,2,4,12500.0
3875,4,2,5,4,7,0,1,22,1,2,2,1,8750.0
3876,2,0,0,4,4,3,4,18,0,0,1,4,55000.0
3877,3,0,1,1,1,14,4,11,0,0,3,1,275000.0
3878,7,0,2,1,1,5,0,2,0,2,0,1,12500.0
3879,8,0,0,1,6,0,5,4,3,0,3,1,137500.0
3880,2,0,4,0,8,15,0,17,1,2,3,2,6250.0
3881,5,0,4,1,0,1,4,16,1,0,0,3,45000.0
3882,4,0,0,5,8,8,4,16,2,0,3,1,45000.0
3883,3,0,4,0,7,9,4,17,1,0,1,2,6250.0
3884,0,0,0,4,8,13,6,0,2,1,1,4,500.0
3885,1,2,0,5,8,0,1,0,2,2,0,3,500.0
3886,2,0,4,5,8,0,4,0,2,0,2,1,500.0
3887,4,0,4,1,4,2,5,10,2,0,1,1,27500.0
3888,7,0,4,2,0,10,1,13,2,2,2,5,35000.0
3889,3,0,4,4,7,1,5,4,2,0,1,4,137500.0
3890,4,0,4,4,0,5,4,18,0,0,0,1,55000.0
3891,1,2,4,3,0,3,2,17,1,0,2,7,6250.0
3892,8,0,4,2,7,17,0,18,2,0,1,5,55000.0
3893,2,0,0,0,2,16,5,2,1,2,2,1,12500.0
3894,2,0,0,0,2,7,6,17,1,0,2,1,6250.0
3895,0,0,0,5,0,16,5,17,0,1,2,1,6250.0
3896,8,0,1,2,6,3,1,24,0,2,2,6,95000.0
3897,2,0,0,5,8,4,1,0,2,2,1,1,500.0
3898,3,2,4,5,8,4,6,8,2,0,0,3,22500.0
3899,6,0,4,0,7,8,1,1,0,0,2,1,1500.0
3900,2,2,4,5,8,3,1,0,1,2,3,3,500.0
3901,2,0,1,4,0,3,1,21,0,2,2,1,75000.0
3902,4,0,4,1,0,3,4,13,0,0,1,2,35000.0
3903,4,0,0,1,7,7,1,18,2,0,0,6,55000.0
3904,3,0,0,0,8,9,0,17,1,0,0,2,6250.0
3905,4,0,1,3,2,10,5,24,0,0,2,2,95000.0
3906,2,0,4,4,0,4,1,10,2,2,1,2,27500.0
3907,5,0,4,1,6,17,5,21,0,1,1,3,75000.0
3908,2,0,4,3,8,10,1,24,3,0,1,3,95000.0
3909,4,0,6,5,8,3,4,22,2,0,0,1,8750.0
3910,2,0,0,0,8,3,0,7,2,1,1,2,2500.0
3911,4,0,4,1,2,0,4,17,2,0,3,5,6250.0
3912,8,0,4,4,2,12,0,18,2,0,0,1,55000.0
3913,4,0,4,2,6,8,6,21,0,2,1,3,75000.0
3914,2,0,4,3,8,5,1,0,2,0,2,4,500.0
3915,2,0,0,4,0,14,4,22,1,0,1,2,8750.0
3916,0,0,0,0,8,1,0,0,0,2,1,1,500.0
3917,3,0,4,3,2,2,6,2,2,0,1,1,12500.0
3918,5,0,4,0,7,0,1,13,2,0,0,5,35000.0
3919,3,0,0,4,5,12,1,24,3,0,2,2,95000.0
3920,2,0,0,0,2,5,5,17,1,1,0,2,6250.0
3921,2,2,4,5,8,0,6,0,0,1,0,4,500.0
3922,2,2,4,3,5,12,6,1,2,1,1,2,1500.0
3923,7,0,6,1,2,12,1,13,2,2,1,3,35000.0
3924,3,0,4,1,6,17,2,4,3,0,1,1,137500.0
3925,7,0,0,5,7,4,6,2,1,0,1,1,12500.0
3926,4,0,1,4,4,2,6,24,3,0,1,2,95000.0
