,country,experience_ml,age,role_group,gender,salary_avg
451,Germany,1-2 years,40-44,Data Analyst,Man,39176.71626648631
452,France,Under 1 year,30-34,Data Scientist,Woman,500.0
453,Spain,5-10 years,55-59,Data Scientist,Man,85000.0
454,Netherlands,3-4 years,50-54,Data Engineer,Man,137500.0
455,UK,5-10 years,45-49,Data Engineer,Man,39176.71626648631
456,Germany,10-20 years,30-34,Data Scientist,Woman,75000.0
457,Spain,Under 1 year,18-21,Data Engineer,Man,8750.0
458,France,2-3 years,22-24,Data Engineer,Man,45000.0
459,Germany,Under 1 year,25-29,Data Analyst,Woman,55000.0
460,Russia,Under 1 year,30-34,Data Analyst,Man,27500.0
461,Italy,3-4 years,45-49,Data Analyst,Man,65000.0
462,Germany,1-2 years,25-29,Data Analyst,Woman,45000.0
463,Portugal,4-5 years,25-29,Data Engineer,Woman,65000.0
464,Germany,2-3 years,22-24,Data Scientist,Man,65000.0
465,Russia,Under 1 year,40-44,Data Analyst,Man,17500.0
466,Ukraine,10-20 years,40-44,Data Scientist,Man,4500.0
467,Portugal,3-4 years,35-39,Data Engineer,Woman,17500.0
468,Russia,4-5 years,40-44,Data Scientist,Man,35000.0
469,Russia,1-2 years,40-44,Data Scientist,Man,3500.0
470,Germany,Under 1 year,45-49,Data Analyst,Woman,27500.0
471,Russia,1-2 years,22-24,Data Engineer,Man,1500.0
472,Germany,1-2 years,50-54,Data Engineer,Man,45000.0
473,UK,1-2 years,25-29,Data Scientist,Man,27500.0
474,France,Under 1 year,25-29,Data Scientist,Man,85000.0
475,Poland,1-2 years,25-29,Data Scientist,Man,45000.0
476,Russia,Under 1 year,22-24,Data Scientist,Man,8750.0
477,Netherlands,Under 1 year,30-34,Data Engineer,Man,55000.0
478,Italy,4-5 years,30-34,Data Scientist,Man,27500.0
479,Greece,Under 1 year,22-24,Data Engineer,Man,500.0
480,Italy,1-2 years,45-49,Data Engineer,Man,500.0
481,Russia,No experience,40-44,Data Scientist,Man,12500.0
482,Italy,4-5 years,35-39,Data Scientist,Man,22500.0
483,Ireland,1-2 years,45-49,Data Engineer,Man,75000.0
484,Italy,1-2 years,25-29,Data Scientist,Man,45000.0
485,Ukraine,No experience,45-49,Data Engineer,Woman,12500.0
486,Ukraine,3-4 years,25-29,Data Engineer,Man,2500.0
487,UK,3-4 years,30-34,Data Engineer,Man,95000.0
488,France,No experience,55-59,Data Analyst,Man,39176.71626648631
489,Spain,Under 1 year,22-24,Data Engineer,Man,27500.0
490,Russia,3-4 years,25-29,Data Scientist,Man,39176.71626648631
491,Spain,10-20 years,40-44,Data Scientist,Man,75000.0
492,Poland,1-2 years,50-54,Data Scientist,Man,45000.0
493,Netherlands,No experience,50-54,Data Analyst,Man,39176.71626648631
494,Russia,Under 1 year,18-21,Data Analyst,Woman,6250.0
495,France,5-10 years,30-34,Data Scientist,Man,75000.0
496,Germany,Under 1 year,35-39,Other,Man,35000.0
497,Russia,3-4 years,30-34,Data Engineer,Man,55000.0
498,Spain,5-10 years,30-34,Data Scientist,Man,45000.0
499,Russia,1-2 years,35-39,Data Engineer,Man,1500.0
500,Spain,Under 1 year,35-39,Other,Man,27500.0
501,UK,3-4 years,30-34,Data Scientist,Man,85000.0
502,Germany,Under 1 year,25-29,Data Engineer,Man,55000.0
503,UK,4-5 years,35-39,Data Scientist,Woman,65000.0
504,Russia,1-2 years,40-44,Data Engineer,Man,27500.0
505,Germany,5-10 years,40-44,Data Analyst,Man,112500.0
506,France,1-2 years,30-34,Data Engineer,Man,75000.0
507,Spain,5-10 years,55-59,Data Scientist,Man,45000.0
508,Russia,Under 1 year,18-21,Data Analyst,Man,12500.0
509,Germany,No experience,30-34,Data Analyst,Man,55000.0
510,Spain,No experience,55-59,Data Engineer,Man,45000.0
511,UK,2-3 years,30-34,Data Scientist,Man,75000.0
512,Denmark,5-10 years,30-34,Data Scientist,Man,55000.0
513,Germany,Under 1 year,35-39,Data Analyst,Man,137500.0
514,Russia,Under 1 year,40-44,Data Analyst,Man,500.0
515,Spain,Under 1 year,45-49,Data Scientist,Man,27500.0
516,UK,Under 1 year,22-24,Data Engineer,Man,45000.0
517,Russia,3-4 years,40-44,Data Engineer,Man,12500.0
518,Ukraine,2-3 years,55-59,Data Scientist,Man,500.0
519,Germany,No experience,25-29,Data Engineer,Woman,55000.0
520,Russia,No experience,30-34,Data Engineer,Man,27500.0
521,Spain,4-5 years,55-59,Data Scientist,Woman,500.0
522,Russia,1-2 years,45-49,Data Analyst,Man,12500.0
523,Germany,2-3 years,25-29,Data Scientist,Woman,35000.0
524,Czech Republic,No experience,30-34,Data Analyst,Woman,2500.0
525,Germany,Under 1 year,25-29,Data Scientist,Woman,55000.0
526,France,3-4 years,45-49,Data Engineer,Man,112500.0
527,Germany,2-3 years,40-44,Data Engineer,Man,95000.0
528,Spain,1-2 years,45-49,Data Analyst,Man,85000.0
529,Italy,No experience,55-59,Data Scientist,Man,39176.71626648631
530,Russia,Under 1 year,22-24,Data Scientist,Man,39176.71626648631
531,Russia,Under 1 year,25-29,Other,Man,8750.0
532,Germany,1-2 years,40-44,Data Scientist,Woman,75000.0
533,Ukraine,1-2 years,35-39,Data Scientist,Man,500.0
534,Belgium,Under 1 year,30-34,Other,Man,45000.0
535,Italy,1-2 years,25-29,Data Scientist,Man,12500.0
536,Spain,3-4 years,50-54,Other,Man,65000.0
537,Spain,Under 1 year,40-44,Data Analyst,Man,85000.0
538,Italy,2-3 years,25-29,Data Scientist,Man,27500.0
539,Netherlands,Under 1 year,35-39,Data Scientist,Woman,35000.0
540,Germany,2-3 years,25-29,Data Scientist,Man,55000.0
541,Spain,No experience,30-34,Data Engineer,Man,39176.71626648631
542,UK,Under 1 year,30-34,Data Scientist,Man,65000.0
543,Spain,1-2 years,40-44,Other,Man,45000.0
544,Sweden,4-5 years,30-34,Data Scientist,Man,45000.0
545,Romania,4-5 years,25-29,Data Scientist,Man,55000.0
546,Spain,1-2 years,25-29,Data Scientist,Man,17500.0
547,Denmark,4-5 years,45-49,Data Scientist,Man,95000.0
548,Russia,Under 1 year,35-39,Data Analyst,Man,39176.71626648631
549,Ireland,3-4 years,35-39,Data Scientist,Man,112500.0
550,Russia,Under 1 year,40-44,Data Scientist,Man,1500.0
551,Russia,Under 1 year,35-39,Data Engineer,Man,12500.0
552,Russia,2-3 years,22-24,Data Engineer,Man,22500.0
553,Belarus,Under 1 year,30-34,Data Scientist,Man,500.0
554,Italy,2-3 years,25-29,Data Scientist,Man,12500.0
555,Italy,1-2 years,50-54,Data Engineer,Man,35000.0
556,Germany,2-3 years,25-29,Data Engineer,Man,65000.0
557,France,4-5 years,30-34,Data Scientist,Man,137500.0
558,Portugal,1-2 years,25-29,Data Engineer,Man,1500.0
559,Russia,No experience,35-39,Data Analyst,Man,1500.0
560,Russia,1-2 years,22-24,Data Scientist,Man,500.0
561,Russia,Under 1 year,18-21,Data Analyst,Man,12500.0
562,Romania,1-2 years,35-39,Data Scientist,Man,55000.0
563,Russia,3-4 years,25-29,Data Engineer,Man,2500.0
564,Poland,1-2 years,55-59,Data Engineer,Woman,12500.0
565,France,Under 1 year,30-34,Data Analyst,Man,45000.0
566,Netherlands,2-3 years,25-29,Data Engineer,Man,85000.0
567,UK,1-2 years,30-34,Other,Man,2500.0
568,Ireland,1-2 years,30-34,Data Engineer,Man,95000.0
569,Netherlands,1-2 years,50-54,Data Analyst,Woman,112500.0
570,Italy,4-5 years,35-39,Data Engineer,Man,27500.0
571,France,2-3 years,25-29,Data Scientist,Man,65000.0
572,UK,2-3 years,30-34,Data Scientist,Man,75000.0
573,Portugal,Under 1 year,25-29,Data Analyst,Man,500.0
574,Russia,No experience,25-29,Data Analyst,Woman,500.0
575,Sweden,1-2 years,30-34,Data Scientist,Man,85000.0
576,Spain,No experience,45-49,Data Engineer,Man,55000.0
577,Russia,3-4 years,25-29,Data Engineer,Man,6250.0
578,Belarus,Under 1 year,45-49,Data Engineer,Man,12500.0
579,Poland,3-4 years,25-29,Data Scientist,Woman,22500.0
580,Russia,1-2 years,30-34,Data Analyst,Man,17500.0
581,Romania,No experience,35-39,Data Engineer,Man,45000.0
582,Ireland,No experience,30-34,Data Analyst,Woman,12500.0
583,Spain,2-3 years,45-49,Data Analyst,Man,55000.0
584,UK,2-3 years,22-24,Data Scientist,Man,39176.71626648631
585,Spain,4-5 years,45-49,Data Analyst,Man,55000.0
586,Germany,4-5 years,30-34,Data Scientist,Man,95000.0
587,Austria,Under 1 year,22-24,Data Engineer,Man,12500.0
588,Italy,2-3 years,22-24,Data Scientist,Man,12500.0
589,Spain,No experience,45-49,Data Analyst,Man,65000.0
590,Netherlands,5-10 years,25-29,Data Scientist,Other,55000.0
591,Russia,5-10 years,45-49,Data Scientist,Man,27500.0
592,Russia,Under 1 year,18-21,Data Engineer,Man,12500.0
593,Germany,No experience,55-59,Data Scientist,Man,55000.0
594,France,Under 1 year,40-44,Data Scientist,Man,75000.0
595,Russia,1-2 years,35-39,Data Scientist,Man,27500.0
596,Russia,Under 1 year,30-34,Data Analyst,Man,12500.0
597,Romania,4-5 years,30-34,Data Scientist,Man,35000.0
598,Ukraine,Under 1 year,25-29,Data Engineer,Man,65000.0
599,Greece,Under 1 year,30-34,Other,Man,12500.0
600,Netherlands,2-3 years,25-29,Data Scientist,Man,2500.0
601,Russia,4-5 years,30-34,Data Engineer,Man,35000.0
602,Russia,Under 1 year,30-34,Data Scientist,Man,39176.71626648631
603,Poland,2-3 years,25-29,Data Scientist,Man,45000.0
604,France,Under 1 year,35-39,Data Analyst,Other,500.0
605,Italy,4-5 years,45-49,Other,Man,39176.71626648631
606,Spain,No experience,22-24,Other,Man,12500.0
607,Poland,2-3 years,45-49,Data Scientist,Man,2500.0
608,Ukraine,4-5 years,45-49,Data Scientist,Man,12500.0
609,France,5-10 years,30-34,Data Engineer,Man,65000.0
610,France,4-5 years,30-34,Data Engineer,Man,55000.0
611,France,Under 1 year,25-29,Other,Man,45000.0
612,Russia,Under 1 year,40-44,Data Analyst,Man,39176.71626648631
613,Italy,4-5 years,55-59,Data Engineer,Man,22500.0
614,Ukraine,No experience,30-34,Data Analyst,Man,2500.0
615,Russia,Under 1 year,40-44,Data Engineer,Man,17500.0
616,Netherlands,1-2 years,45-49,Other,Other,85000.0
617,Belarus,Under 1 year,35-39,Data Engineer,Man,55000.0
618,France,1-2 years,30-34,Data Analyst,Woman,1500.0
619,Poland,4-5 years,25-29,Data Analyst,Man,55000.0
620,Ukraine,10-20 years,35-39,Data Scientist,Woman,35000.0
621,UK,1-2 years,35-39,Data Scientist,Woman,500.0
622,Switzerland,2-3 years,25-29,Data Scientist,Man,112500.0
623,Spain,1-2 years,35-39,Data Scientist,Man,1500.0
624,Greece,4-5 years,35-39,Data Engineer,Man,35000.0
625,Ukraine,Under 1 year,45-49,Data Scientist,Man,4500.0
626,Ireland,4-5 years,18-21,Data Engineer,Man,65000.0
627,France,3-4 years,30-34,Data Analyst,Man,75000.0
628,France,2-3 years,45-49,Data Analyst,Man,95000.0
629,France,Under 1 year,25-29,Data Scientist,Man,35000.0
630,Germany,No experience,35-39,Data Analyst,Man,45000.0
631,Belgium,3-4 years,45-49,Data Analyst,Man,65000.0
632,Poland,1-2 years,45-49,Data Scientist,Man,12500.0
633,Italy,3-4 years,35-39,Data Scientist,Man,17500.0
634,Russia,1-2 years,22-24,Data Engineer,Man,3500.0
635,Ukraine,Under 1 year,40-44,Data Analyst,Man,6250.0
636,Russia,No experience,50-54,Data Analyst,Man,65000.0
637,Denmark,Under 1 year,18-21,Data Scientist,Man,500.0
638,Germany,10-20 years,35-39,Data Scientist,Man,85000.0
639,Portugal,3-4 years,50-54,Data Scientist,Man,8750.0
640,Ukraine,1-2 years,18-21,Data Scientist,Man,39176.71626648631
641,Germany,2-3 years,22-24,Data Scientist,Man,12500.0
642,Germany,5-10 years,30-34,Data Scientist,Man,65000.0
643,Italy,Under 1 year,22-24,Data Scientist,Woman,500.0
644,UK,1-2 years,50-54,Data Analyst,Man,45000.0
645,Spain,5-10 years,45-49,Data Analyst,Man,137500.0
646,UK,1-2 years,40-44,Data Analyst,Woman,45000.0
647,Italy,2-3 years,25-29,Data Analyst,Man,35000.0
648,Spain,No experience,45-49,Data Scientist,Man,12500.0
649,France,Under 1 year,35-39,Data Analyst,Man,95000.0
650,Spain,Under 1 year,25-29,Data Engineer,Man,6250.0
651,Greece,Under 1 year,30-34,Data Analyst,Man,17500.0
652,Netherlands,2-3 years,45-49,Other,Woman,137500.0
653,Spain,1-2 years,35-39,Data Engineer,Man,35000.0
654,France,No experience,45-49,Data Engineer,Man,85000.0
655,Germany,1-2 years,50-54,Data Scientist,Man,500.0
656,UK,No experience,22-24,Data Engineer,Man,35000.0
657,Germany,2-3 years,30-34,Data Engineer,Man,95000.0
658,Spain,2-3 years,25-29,Other,Man,22500.0
659,Italy,4-5 years,45-49,Other,Man,137500.0
660,France,1-2 years,35-39,Data Engineer,Man,39176.71626648631
661,Poland,3-4 years,25-29,Data Engineer,Man,55000.0
662,UK,1-2 years,25-29,Data Scientist,Man,75000.0
663,Spain,10-20 years,35-39,Data Scientist,Man,95000.0
664,Russia,2-3 years,50-54,Data Scientist,Man,1500.0
665,Ireland,1-2 years,40-44,Data Analyst,Man,55000.0
666,Ukraine,1-2 years,30-34,Data Scientist,Man,17500.0
667,Ireland,Under 1 year,25-29,Other,Man,45000.0
668,Italy,1-2 years,30-34,Data Engineer,Woman,500.0
669,Ireland,No experience,35-39,Data Analyst,Man,45000.0
670,France,1-2 years,35-39,Data Scientist,Man,35000.0
671,Germany,2-3 years,30-34,Data Engineer,Woman,85000.0
672,Russia,1-2 years,22-24,Data Scientist,Man,12500.0
673,Germany,5-10 years,35-39,Data Scientist,Man,39176.71626648631
674,Greece,1-2 years,25-29,Data Analyst,Man,1500.0
675,Spain,20 or more years,50-54,Data Scientist,Man,55000.0
676,France,10-20 years,35-39,Data Scientist,Man,65000.0
677,Spain,No experience,40-44,Data Analyst,Man,17500.0
678,Poland,2-3 years,35-39,Data Scientist,Man,27500.0
679,Russia,1-2 years,30-34,Data Engineer,Man,17500.0
680,Russia,1-2 years,30-34,Data Scientist,Man,35000.0
681,Italy,Under 1 year,40-44,Data Engineer,Man,35000.0
682,Italy,5-10 years,50-54,Data Scientist,Man,55000.0
683,Russia,Under 1 year,22-24,Data Analyst,Man,1500.0
684,Russia,1-2 years,25-29,Data Engineer,Man,137500.0
685,UK,No experience,25-29,Data Engineer,Man,39176.71626648631
686,France,1-2 years,25-29,Data Scientist,Woman,500.0
687,Germany,5-10 years,55-59,Other,Man,137500.0
688,Poland,Under 1 year,30-34,Data Analyst,Man,22500.0
689,France,5-10 years,45-49,Other,Man,85000.0
690,Portugal,3-4 years,40-44,Data Scientist,Man,55000.0
691,Russia,Under 1 year,25-29,Data Scientist,Man,39176.71626648631
692,UK,Under 1 year,22-24,Data Analyst,Man,45000.0
693,Russia,3-4 years,25-29,Data Engineer,Man,55000.0
694,Poland,10-20 years,50-54,Data Analyst,Man,12500.0
695,Russia,1-2 years,35-39,Data Analyst,Man,55000.0
696,Ukraine,1-2 years,18-21,Data Scientist,Man,6250.0
697,Spain,No experience,45-49,Data Scientist,Man,1500.0
698,UK,1-2 years,25-29,Data Scientist,Man,75000.0
699,Spain,1-2 years,35-39,Data Engineer,Man,35000.0
700,Germany,2-3 years,35-39,Data Scientist,Man,95000.0
701,Netherlands,5-10 years,40-44,Data Engineer,Man,75000.0
702,Sweden,5-10 years,35-39,Data Engineer,Man,75000.0
703,Ukraine,Under 1 year,18-21,Data Engineer,Man,500.0
704,Czech Republic,Under 1 year,25-29,Data Analyst,Woman,500.0
705,Spain,Under 1 year,50-54,Other,Man,55000.0
706,Italy,1-2 years,50-54,Data Scientist,Man,500.0
707,Germany,4-5 years,25-29,Data Scientist,Man,45000.0
708,Italy,4-5 years,25-29,Data Scientist,Man,55000.0
709,Russia,1-2 years,18-21,Data Engineer,Man,1500.0
710,Spain,4-5 years,30-34,Other,Man,137500.0
711,Italy,1-2 years,30-34,Data Scientist,Man,1500.0
712,Germany,Under 1 year,30-34,Other,Woman,500.0
713,Poland,3-4 years,22-24,Data Scientist,Man,500.0
714,Greece,5-10 years,30-34,Data Scientist,Woman,22500.0
715,Poland,Under 1 year,22-24,Data Scientist,Man,500.0
716,Spain,2-3 years,25-29,Data Scientist,Man,35000.0
717,UK,No experience,25-29,Other,Woman,22500.0
718,Portugal,4-5 years,25-29,Data Scientist,Woman,1500.0
719,Ireland,Under 1 year,40-44,Other,Woman,75000.0
720,Belarus,2-3 years,35-39,Data Engineer,Man,55000.0
721,Russia,Under 1 year,25-29,Data Analyst,Man,12500.0
722,Russia,2-3 years,35-39,Data Analyst,Man,12500.0
723,Germany,20 or more years,40-44,Data Scientist,Man,112500.0
724,Russia,Under 1 year,18-21,Data Scientist,Man,3500.0
725,Netherlands,4-5 years,35-39,Data Scientist,Man,112500.0
726,Russia,Under 1 year,22-24,Data Engineer,Woman,112500.0
727,Germany,1-2 years,55-59,Data Engineer,Man,85000.0
728,Russia,2-3 years,45-49,Data Scientist,Man,6250.0
729,Poland,1-2 years,25-29,Data Engineer,Man,27500.0
730,UK,Under 1 year,40-44,Data Engineer,Man,39176.71626648631
731,Russia,Under 1 year,30-34,Data Scientist,Woman,4500.0
732,Portugal,Under 1 year,50-54,Data Scientist,Woman,8750.0
733,Russia,Under 1 year,22-24,Data Scientist,Man,27500.0
734,Czech Republic,Under 1 year,22-24,Data Analyst,Man,22500.0
735,UK,2-3 years,25-29,Data Analyst,Man,35000.0
736,France,1-2 years,25-29,Data Scientist,Other,500.0
737,Netherlands,10-20 years,55-59,Data Scientist,Man,112500.0
738,Denmark,Under 1 year,30-34,Data Scientist,Man,95000.0
739,Spain,2-3 years,40-44,Data Analyst,Man,95000.0
740,Ukraine,3-4 years,25-29,Data Engineer,Man,45000.0
741,Russia,2-3 years,18-21,Data Scientist,Man,12500.0
742,France,2-3 years,30-34,Data Engineer,Man,45000.0
743,Russia,Under 1 year,30-34,Data Scientist,Man,17500.0
744,Poland,3-4 years,25-29,Data Scientist,Woman,35000.0
745,Spain,1-2 years,25-29,Data Engineer,Man,17500.0
746,Russia,Under 1 year,45-49,Other,Man,1500.0
747,Italy,4-5 years,45-49,Data Scientist,Man,12500.0
748,Spain,Under 1 year,50-54,Data Scientist,Man,1500.0
749,Netherlands,No experience,50-54,Other,Woman,500.0
750,Spain,Under 1 year,45-49,Other,Man,45000.0
751,Russia,1-2 years,18-21,Data Engineer,Man,39176.71626648631
752,Russia,Under 1 year,30-34,Data Engineer,Man,2500.0
753,Netherlands,Under 1 year,45-49,Data Engineer,Man,75000.0
754,Germany,Under 1 year,30-34,Data Analyst,Man,3500.0
755,Russia,2-3 years,18-21,Data Engineer,Man,2500.0
756,Sweden,4-5 years,40-44,Other,Man,112500.0
757,Poland,1-2 years,22-24,Data Analyst,Man,22500.0
758,Russia,1-2 years,45-49,Data Analyst,Man,500.0
759,Russia,No experience,35-39,Data Engineer,Man,27500.0
760,Germany,2-3 years,30-34,Data Engineer,Woman,500.0
761,Germany,Under 1 year,25-29,Data Engineer,Man,500.0
762,Italy,1-2 years,30-34,Other,Man,27500.0
763,Spain,Under 1 year,25-29,Data Analyst,Man,45000.0
764,Russia,4-5 years,30-34,Data Scientist,Man,55000.0
765,Switzerland,2-3 years,45-49,Data Engineer,Man,85000.0
766,Germany,Under 1 year,18-21,Data Scientist,Man,8750.0
767,Russia,Under 1 year,40-44,Data Analyst,Man,35000.0
768,Denmark,4-5 years,45-49,Data Scientist,Man,137500.0
769,Germany,Under 1 year,18-21,Data Scientist,Man,12500.0
770,France,No experience,45-49,Other,Woman,22500.0
771,Russia,1-2 years,40-44,Data Engineer,Man,12500.0
772,Russia,2-3 years,22-24,Data Analyst,Man,8750.0
773,Spain,5-10 years,50-54,Data Analyst,Man,35000.0
774,Romania,Under 1 year,30-34,Other,Man,35000.0
775,Germany,3-4 years,25-29,Other,Woman,45000.0
776,Romania,No experience,22-24,Data Engineer,Man,17500.0
777,Greece,2-3 years,22-24,Data Analyst,Man,8750.0
778,France,No experience,50-54,Data Analyst,Man,39176.71626648631
779,Czech Republic,Under 1 year,40-44,Data Analyst,Man,6250.0
780,Belgium,1-2 years,30-34,Data Scientist,Man,137500.0
781,Ukraine,1-2 years,35-39,Data Scientist,Man,1500.0
782,Russia,No experience,30-34,Data Analyst,Woman,2500.0
783,France,4-5 years,25-29,Data Scientist,Man,22500.0
784,Germany,4-5 years,30-34,Data Engineer,Man,112500.0
785,France,2-3 years,45-49,Data Engineer,Man,55000.0
786,France,No experience,22-24,Data Scientist,Woman,500.0
787,Spain,No experience,30-34,Data Analyst,Man,22500.0
788,Russia,1-2 years,18-21,Data Scientist,Man,12500.0
789,Spain,2-3 years,25-29,Data Scientist,Woman,27500.0
790,Germany,5-10 years,40-44,Other,Man,112500.0
791,Denmark,4-5 years,55-59,Data Engineer,Man,137500.0
792,Germany,Under 1 year,40-44,Data Analyst,Other,39176.71626648631
793,Netherlands,3-4 years,35-39,Data Scientist,Man,65000.0
794,France,3-4 years,40-44,Other,Man,112500.0
795,Ukraine,1-2 years,45-49,Data Scientist,Man,12500.0
796,Ukraine,2-3 years,22-24,Data Scientist,Man,500.0
797,Spain,2-3 years,22-24,Data Analyst,Man,17500.0
798,Spain,No experience,22-24,Data Analyst,Woman,17500.0
799,France,2-3 years,25-29,Data Scientist,Man,65000.0
800,Denmark,Under 1 year,40-44,Data Analyst,Man,85000.0
801,Spain,10-20 years,55-59,Data Analyst,Man,112500.0
802,Denmark,2-3 years,40-44,Data Engineer,Man,65000.0
803,France,4-5 years,45-49,Data Scientist,Man,22500.0
804,Czech Republic,2-3 years,25-29,Data Scientist,Man,35000.0
805,Ireland,Under 1 year,30-34,Data Scientist,Man,17500.0
806,Germany,Under 1 year,30-34,Data Scientist,Man,55000.0
807,UK,No experience,25-29,Data Analyst,Man,500.0
808,Ireland,1-2 years,30-34,Data Engineer,Man,6250.0
809,Italy,2-3 years,25-29,Data Scientist,Man,35000.0
810,Sweden,1-2 years,25-29,Data Scientist,Man,45000.0
811,Poland,No experience,45-49,Data Analyst,Man,45000.0
812,Poland,1-2 years,22-24,Data Scientist,Man,8750.0
813,Germany,4-5 years,35-39,Data Engineer,Man,112500.0
814,Ukraine,3-4 years,22-24,Data Scientist,Man,1500.0
815,Italy,Under 1 year,30-34,Data Scientist,Man,35000.0
816,Ukraine,No experience,25-29,Data Analyst,Man,22500.0
817,Poland,No experience,45-49,Data Engineer,Man,45000.0
818,UK,3-4 years,30-34,Data Scientist,Man,112500.0
819,Spain,Under 1 year,35-39,Other,Man,27500.0
820,Ukraine,Under 1 year,25-29,Data Engineer,Man,35000.0
821,UK,Under 1 year,30-34,Data Engineer,Man,75000.0
822,Portugal,Under 1 year,40-44,Data Engineer,Woman,500.0
823,Poland,4-5 years,35-39,Data Scientist,Man,65000.0
824,Germany,4-5 years,35-39,Data Engineer,Man,137500.0
825,Austria,1-2 years,25-29,Data Analyst,Man,45000.0
826,UK,4-5 years,50-54,Other,Man,45000.0
827,Germany,10-20 years,40-44,Data Scientist,Man,65000.0
828,Italy,1-2 years,22-24,Other,Man,500.0
829,Portugal,2-3 years,40-44,Data Scientist,Man,45000.0
830,Austria,No experience,40-44,Other,Man,55000.0
831,Germany,3-4 years,25-29,Data Scientist,Man,75000.0
832,Belarus,Under 1 year,30-34,Data Analyst,Man,500.0
833,Ukraine,1-2 years,35-39,Data Scientist,Man,3500.0
834,Spain,Under 1 year,45-49,Other,Man,1500.0
835,Russia,1-2 years,22-24,Data Scientist,Man,6250.0
836,Belgium,2-3 years,30-34,Data Scientist,Man,137500.0
837,Italy,10-20 years,40-44,Data Scientist,Man,35000.0
838,Belgium,2-3 years,25-29,Data Scientist,Man,500.0
839,Germany,Under 1 year,25-29,Other,Woman,35000.0
840,Portugal,10-20 years,50-54,Data Scientist,Man,27500.0
841,Italy,No experience,40-44,Other,Man,8750.0
842,Italy,No experience,45-49,Data Analyst,Man,45000.0
843,Germany,2-3 years,22-24,Data Scientist,Woman,65000.0
844,Portugal,4-5 years,50-54,Other,Man,22500.0
845,Russia,4-5 years,25-29,Data Scientist,Man,35000.0
846,Poland,1-2 years,45-49,Data Scientist,Man,4500.0
847,Russia,2-3 years,40-44,Other,Man,137500.0
848,Austria,3-4 years,30-34,Data Scientist,Man,55000.0
849,Germany,5-10 years,35-39,Data Scientist,Woman,75000.0
850,Ireland,Under 1 year,25-29,Other,Man,85000.0
851,Spain,Under 1 year,25-29,Data Analyst,Man,500.0
852,France,1-2 years,25-29,Data Analyst,Man,45000.0
853,Ukraine,5-10 years,30-34,Data Scientist,Man,112500.0
854,Spain,5-10 years,30-34,Data Scientist,Man,85000.0
855,France,2-3 years,55-59,Data Engineer,Man,55000.0
856,Russia,1-2 years,22-24,Data Analyst,Man,6250.0
857,Russia,Under 1 year,40-44,Data Engineer,Man,3500.0
858,Ireland,5-10 years,30-34,Data Scientist,Man,55000.0
859,Russia,1-2 years,30-34,Data Engineer,Man,2500.0
860,Ukraine,Under 1 year,35-39,Data Engineer,Man,55000.0
861,UK,Under 1 year,40-44,Other,Woman,55000.0
862,France,No experience,55-59,Data Analyst,Man,55000.0
863,France,5-10 years,25-29,Data Engineer,Man,45000.0
864,Belarus,2-3 years,35-39,Data Analyst,Man,35000.0
865,Russia,1-2 years,30-34,Data Scientist,Man,500.0
866,France,Under 1 year,35-39,Data Engineer,Man,500.0
867,Greece,1-2 years,40-44,Data Engineer,Man,35000.0
868,UK,No experience,18-21,Data Analyst,Man,22500.0
869,Belarus,Under 1 year,22-24,Data Scientist,Woman,1500.0
870,Germany,No experience,30-34,Data Scientist,Man,75000.0
871,Spain,1-2 years,25-29,Data Analyst,Man,27500.0
872,Austria,3-4 years,18-21,Data Scientist,Man,45000.0
873,Poland,4-5 years,25-29,Data Scientist,Man,22500.0
874,Portugal,3-4 years,30-34,Data Engineer,Man,35000.0
875,Austria,Under 1 year,35-39,Data Analyst,Man,500.0
876,Netherlands,3-4 years,55-59,Data Analyst,Man,65000.0
877,Poland,5-10 years,40-44,Data Scientist,Man,27500.0
878,Germany,1-2 years,35-39,Other,Man,35000.0
879,Russia,No experience,22-24,Data Scientist,Man,500.0
880,Russia,Under 1 year,50-54,Data Engineer,Man,3500.0
881,Austria,4-5 years,25-29,Data Scientist,Woman,2500.0
882,France,1-2 years,45-49,Data Analyst,Man,95000.0
883,Russia,5-10 years,35-39,Other,Man,75000.0
884,Germany,2-3 years,50-54,Data Engineer,Man,137500.0
885,Ukraine,1-2 years,25-29,Data Analyst,Man,8750.0
886,Russia,1-2 years,40-44,Data Scientist,Woman,500.0
887,Germany,5-10 years,35-39,Data Analyst,Man,55000.0
888,Spain,10-20 years,45-49,Other,Man,22500.0
889,Spain,1-2 years,25-29,Data Scientist,Man,27500.0
890,Netherlands,1-2 years,45-49,Data Analyst,Man,75000.0
891,France,4-5 years,30-34,Data Scientist,Man,75000.0
892,France,20 or more years,30-34,Data Scientist,Man,1500.0
893,Russia,3-4 years,22-24,Data Engineer,Man,500.0
894,Belgium,Under 1 year,30-34,Data Scientist,Man,55000.0
895,Netherlands,4-5 years,35-39,Data Scientist,Man,65000.0
896,Netherlands,10-20 years,35-39,Data Scientist,Man,95000.0
897,Italy,1-2 years,45-49,Data Engineer,Man,55000.0
898,Netherlands,No experience,45-49,Data Analyst,Man,39176.71626648631
899,Spain,5-10 years,45-49,Data Scientist,Man,75000.0
900,Italy,No experience,30-34,Data Analyst,Man,45000.0
901,Ukraine,Under 1 year,30-34,Data Scientist,Man,12500.0
902,UK,2-3 years,45-49,Data Scientist,Woman,75000.0
